area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
survey,Observation.code,Height and Weight,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,tSRNvGnGxqlNVRPa7mzdbOg0,Height and Weight,,,,content-match,no,low,"flowsheet-id ""tSRNvGnGxqlNVRPa7mzdbOg0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.code,How many standard drinks containing alcohol do you have on a typical day?,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,1572879837,Q2: How many drinks containing alcohol do you have on a typical day when you are drinking?,http://loinc.org,68519-8,How many standard drinks containing alcohol do you have on a typical day?,content-match,yes,medium,"flowsheet question content-matched by flowsheet display name (""Q2: How many drinks containing alcohol do you have on a typical day when you are drinking?"") to FLO_MEAS_ID=1572879837; LOINC/SNOMED dual-coded in target (standard coding from target code.coding).",standard
survey,Observation.code,How often do you have 6 or more drinks on 1 occasion?,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,1572879838,Q3: How often do you have six or more drinks on one occasion?,http://loinc.org,68520-6,How often do you have 6 or more drinks on 1 occasion?,content-match,yes,medium,"flowsheet question content-matched by flowsheet display name (""Q3: How often do you have six or more drinks on one occasion?"") to FLO_MEAS_ID=1572879838; LOINC/SNOMED dual-coded in target (standard coding from target code.coding).",standard
survey,Observation.code,How often do you have a drink containing alcohol?,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,1572879836,Q1: How often do you have a drink containing alcohol?,http://loinc.org,68518-0,How often do you have a drink containing alcohol?,content-match,yes,medium,"flowsheet question content-matched by flowsheet display name (""Q1: How often do you have a drink containing alcohol?"") to FLO_MEAS_ID=1572879836; LOINC/SNOMED dual-coded in target (standard coding from target code.coding).",standard
survey,Observation.code,Little interest or pleasure in doing things,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,2100100050,1. Little interest or pleasure in doing things,http://loinc.org,44250-9,Little interest or pleasure in doing things,content-match,yes,medium,"flowsheet question content-matched by flowsheet display name (""1. Little interest or pleasure in doing things"") to FLO_MEAS_ID=2100100050; LOINC/SNOMED dual-coded in target (standard coding from target code.coding).",standard
survey,Observation.code,Patient Health Questionnaire 2 item (PHQ-2) total score [Reported],V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,16752,PHQ-2 Total Score,http://loinc.org,55758-7,Patient Health Questionnaire 2 item (PHQ-2) total score [Reported],content-match,yes,medium,"flowsheet question content-matched by flowsheet display name (""PHQ-2 Total Score"") to FLO_MEAS_ID=16752 (name maps to 2 FLO_MEAS_IDs: 16752,28282); LOINC/SNOMED dual-coded in target (standard coding from target code.coding).",standard
survey,Observation.code,Percent Weight Change Since Admission,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,3041300005,Percent Weight Change Since Admission,,,,content-match,yes,low,"flowsheet-id ""tl5YsCcNcIr.H6mmvSSW5ug0"" content-matched by code.text (""Percent Weight Change Since Admission"") to FLO_MEAS_ID=3041300005; no standard coding present in target code.coding.",standard
survey,Observation.code,Percent Weight Change Since Birth,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,3040100525,Percent Weight Change Since Birth,,,,content-match,yes,low,"flowsheet-id ""trQVbXFMxJAzYnH0Q2DmV1A0"" content-matched by code.text (""Percent Weight Change Since Birth"") to FLO_MEAS_ID=3040100525; no standard coding present in target code.coding.",standard
survey,Observation.code,PHQ Depression - START HERE,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,tPpY17utMMBTBhbZsU2xJnQ0,PHQ Depression - START HERE,,,,content-match,no,low,"flowsheet-id ""tPpY17utMMBTBhbZsU2xJnQ0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.code,"PHQ-2 Teen: Over the last 2 weeks, how often have you been bothered by any of the following problems?",V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,t6DwMLubUoxrEmB5L9QfG.A0,"PHQ-2 Teen: Over the last 2 weeks, how often have you been bothered by any of the following problems?",,,,content-match,no,low,"flowsheet-id ""t6DwMLubUoxrEmB5L9QfG.A0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.code,PHQ-2 Total Score  (RETIRED),V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,7914,PHQ-2 Total Score  (RETIRED),,,,content-match,yes,low,"flowsheet-id ""ttgaCGEaGpinFLQTY6utq0Q0"" content-matched by code.text (""PHQ-2 Total Score  (RETIRED)"") to FLO_MEAS_ID=7914; no standard coding present in target code.coding.",standard
survey,Observation.code,"PHQ-2: Over the last 2 weeks, how often have you been bothered by any of the following problems?",V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,tOiGiNx9-6E7QIDGEGmsuhA0,"PHQ-2: Over the last 2 weeks, how often have you been bothered by any of the following problems?",,,,content-match,no,low,"flowsheet-id ""tOiGiNx9-6E7QIDGEGmsuhA0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.code,"PHQ: Over the last 2 weeks, how often have you been bothered by any of the following problems?",V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,ttEiBiONzc8nSbTiATfK3Jg0,"PHQ: Over the last 2 weeks, how often have you been bothered by any of the following problems?",,,,content-match,no,low,"flowsheet-id ""ttEiBiONzc8nSbTiATfK3Jg0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.code,Total score [AUDIT-C],V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,V_EHI_FLO_MEAS_VALUE.FLO_MEAS_ID,1570400748,AUDIT-C Score,http://loinc.org,75626-2,Total score [AUDIT-C],content-match,yes,medium,"flowsheet question content-matched by flowsheet display name (""AUDIT-C Score"") to FLO_MEAS_ID=1570400748; LOINC/SNOMED dual-coded in target (standard coding from target code.coding).",standard
survey,Observation.code,Vital Signs,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,tfTvRKsjcKTxfjee2rqi1.g0,Vital Signs,,,,content-match,no,low,"flowsheet-id ""tfTvRKsjcKTxfjee2rqi1.g0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.code,Vitals,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,tNjV9JJ7aPlTDX7Z-w.1F7A0,Vitals,,,,content-match,no,low,"flowsheet-id ""tNjV9JJ7aPlTDX7Z-w.1F7A0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.code,Vitals,V_EHI_FLO_MEAS_VALUE,FLO_MEAS_ID,http://open.epic.com/FHIR/StructureDefinition/observation-flowsheet-id,tu9QHY-W4OCv1xWsuexQDVg0,Vitals,,,,content-match,no,low,"flowsheet-id ""tu9QHY-W4OCv1xWsuexQDVg0"" not name-matched to any FLO_MEAS_ID; no standard coding present in target code.coding.",standard
survey,Observation.valueCodeableConcept,"Feeling down, depressed, or hopeless",V_EHI_FLO_MEAS_VALUE,MEAS_VALUE_EXTERNAL,,,Not at all,http://loinc.org,LA6568-5,Not at all,value-set-literal,no,low,"Survey answer for flowsheet-id ""te3g7alBaioH5CabujJkyJQ0""; LOINC answer-list code in target value. EHI stores the answer as MEAS_VALUE_EXTERNAL free text, with no joinable per-answer local code → residual gap.",standard
survey,Observation.valueCodeableConcept,"Feeling down, depressed, or hopeless",V_EHI_FLO_MEAS_VALUE,MEAS_VALUE_EXTERNAL,,,Several days,http://loinc.org,LA6569-3,Several days,value-set-literal,no,low,"Survey answer for flowsheet-id ""te3g7alBaioH5CabujJkyJQ0""; LOINC answer-list code in target value. EHI stores the answer as MEAS_VALUE_EXTERNAL free text, with no joinable per-answer local code → residual gap.",standard
survey,Observation.valueCodeableConcept,How often do you have 6 or more drinks on 1 occasion?,V_EHI_FLO_MEAS_VALUE,MEAS_VALUE_EXTERNAL,,,Never,http://loinc.org,LA6270-8,Never,value-set-literal,no,low,"Survey answer for flowsheet-id ""toMQCXdilEe2rt1mzJXMdwA0""; LOINC answer-list code in target value. EHI stores the answer as MEAS_VALUE_EXTERNAL free text, with no joinable per-answer local code → residual gap.",standard
survey,Observation.valueCodeableConcept,How often do you have a drink containing alcohol?,V_EHI_FLO_MEAS_VALUE,MEAS_VALUE_EXTERNAL,,,Never,http://loinc.org,LA6270-8,Never,value-set-literal,no,low,"Survey answer for flowsheet-id ""te285btL6hOYKL0XraxWkLw0""; LOINC answer-list code in target value. EHI stores the answer as MEAS_VALUE_EXTERNAL free text, with no joinable per-answer local code → residual gap.",standard
survey,Observation.valueCodeableConcept,Little interest or pleasure in doing things,V_EHI_FLO_MEAS_VALUE,MEAS_VALUE_EXTERNAL,,,Not at all,http://loinc.org,LA6568-5,Not at all,value-set-literal,no,low,"Survey answer for flowsheet-id ""tx2SV6jtBk4xymVYiZTPSwA0""; LOINC answer-list code in target value. EHI stores the answer as MEAS_VALUE_EXTERNAL free text, with no joinable per-answer local code → residual gap.",standard
