area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.480,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.692,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.833,HPYLSA,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1078,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.893,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1081,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1080,HPYLSA,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1094,HP STOOL,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1082,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.361,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.360,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1190,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1353,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1208,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1473,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1474,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1095,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1486,HPYLSA,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1487,HPYLSA,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1516,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1537,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1547,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1552,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1548,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1549,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1550,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1551,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,"H. pylori antigen, stool",ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,35289,"H. PYLORI ANTIGEN, STOOL",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1541,SHPAG,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 35289 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.104,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.105,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.106,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.107,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.108,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.109,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.200,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.127,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.128,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.129,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.144,BMP,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.93,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.140,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.132,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.141,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.133,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.130,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.138,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.137,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.143,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.131,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.135,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.145,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.152,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.150,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.341,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.342,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1123,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.164,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1148,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.156,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1143,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1144,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1146,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1147,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1149,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1150,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1151,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1152,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1153,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1154,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1155,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
