area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
allergy,AllergyIntolerance.code,SULFA ANTIBIOTICS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),33,SULFA ANTIBIOTICS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006054,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 34 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,http://snomed.info/sct,764146007,PENICILLINS,content-match,yes,medium,SNOMED class concept; same allergen-id also fans out to 42 NDF-RT codes,standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000005863,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000005873,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000005940,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006138,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006459,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006487,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000006583,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007002,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007253,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007337,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007418,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007468,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007469,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007471,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007481,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000007482,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000011281,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000011298,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166995,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166996,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166997,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166998,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000166999,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000167000,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000167001,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000167685,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178976,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178981,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178983,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000178984,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179370,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179395,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179429,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179548,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179587,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179599,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179600,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179641,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179710,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179727,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000179730,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.code,PENICILLINS,ALLERGY,ALLERGEN_ID,Epic ALLERGEN master file (ALLERGY.ALLERGEN_ID),25,PENICILLINS,urn:oid:2.16.840.1.113883.3.26.1.5,N0000005840,NCI NDF-RT,content-match,yes,medium,NCI NDF-RT class member; 42 NDF-RT codes + 1 SNOMED share this allergen-id (1:n fan-out),standard
allergy,AllergyIntolerance.reaction.manifestation,Hives,ALLERGY_REACTIONS,REACTION_C_NAME,,,Hives,http://snomed.info/sct,126485001,Urticaria (disorder),answer-key,yes,high,"Reaction-manifestation SNOMED the reference carries on AllergyIntolerance.reaction[].manifestation for reaction ""Hives"" (anchored on ALLERGY_REACTIONS.REACTION_C_NAME, the label EHI ships verbatim; the export carries NO reaction->SNOMED map — ALLERGY_REACTIONS has only REACTION_C_NAME, no SNOMED column — so the code is recovered from the reference, same pattern as Specimen.type/route SNOMED)",standard
smartdata,Observation.code,abdomen soft,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEAB0102,abdomen soft,http://snomed.info/sct,249543005,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - GASTROINTESTINAL - ABDOMINAL - ABDOMEN SOFT"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,alert,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PENE0001,alert,http://snomed.info/sct,248234008,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - NEUROLOGICAL - LEVEL OF CONSCIOUSNESS - ALERT"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,atraumatic,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEHE0006,atraumatic,,,,dual-coding,no,low,"SmartData element ""FINDINGS - PHYSICAL EXAM - HENT - HEAD FINDINGS - ATRAUMATIC""; no standard coding present in target code.coding. SMRTDTA_* element store not shipped in this EHI export (no EPIC# code in any DB column).",standard
smartdata,Observation.code,bowel sounds normal,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEAB0400,bowel sounds normal,http://snomed.info/sct,163339006,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - GASTROINTESTINAL - ABDOMINAL - BOWEL SOUNDS - BOWEL SOUNDS NORMAL"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,breath sounds normal,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEPU0200,breath sounds normal,http://snomed.info/sct,48348007,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - RESPIRATORY - BREATH SOUNDS - BREATH SOUNDS NORMAL"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,cervical adenopathy,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PELY0100,cervical adenopathy,http://snomed.info/sct,164147008,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - LYMPHATIC - CERVICAL ADENOPATHY"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,conjunctivae normal,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEEY0200,conjunctivae normal,http://snomed.info/sct,246875002,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - EYE EXAM - CONJUNCTIVAE - CONJUNCTIVAE NORMAL"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,distension,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEAB0108,distension,http://snomed.info/sct,60728008,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - GASTROINTESTINAL - ABDOMINAL - DISTENSION"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,distressed,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PECN0007,distressed,http://snomed.info/sct,162718006,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - CONSTITUTIONAL - DISTRESSED"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,ear findings,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEHE0002,ear findings,http://snomed.info/sct,247234006,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - HENT - EAR FINDINGS"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,effort normal,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEPU0100,effort normal,,,,dual-coding,no,low,"SmartData element ""FINDINGS - PHYSICAL EXAM - RESPIRATORY - EFFORT - EFFORT NORMAL""; no standard coding present in target code.coding. SMRTDTA_* element store not shipped in this EHI export (no EPIC# code in any DB column).",standard
smartdata,Observation.code,extraocular movement intact,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#OPH401,extraocular movement intact,http://snomed.info/sct,103251002,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - EYE EXAM - EXTRAOCULAR MOVEMENT - EXTRAOCULAR MOVEMENT INTACT"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,guarding,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEAB0213,guarding,http://snomed.info/sct,163224007,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - GASTROINTESTINAL - ABDOMEN - GUARDING"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,left CVA tenderness,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#31000134238,left CVA tenderness,,,,dual-coding,no,low,"SmartData element ""FINDINGS - PHYSICAL EXAM - GASTROINTESTINAL - ABDOMINAL - ABDOMINAL TENDERNESS - CVA TENDERNESS - LEFT CVA TENDERNESS""; no standard coding present in target code.coding. SMRTDTA_* element store not shipped in this EHI export (no EPIC# code in any DB column).",standard
smartdata,Observation.code,left ear normal TM,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEHE0040,left ear normal TM,http://snomed.info/sct,164232008,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - HENT - EAR FINDINGS - LEFT EAR - TYMPANIC MEMBRANE FINDINGS - LEFT EAR NORMAL TM"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,moist mucous membranes,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEHE0120,moist mucous membranes,http://snomed.info/sct,276398005,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - HENT - MOUTH - MOIST MUCOUS MEMBRANES"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,musculoskeletal exam comments,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PE0038,musculoskeletal exam comments,,,,dual-coding,no,low,"SmartData element ""FINDINGS - PHYSICAL EXAM - MUSCULOSKELETAL - MUSCULOSKELETAL COMMENTS/IMAGES - MUSCULOSKELETAL EXAM COMMENTS""; no standard coding present in target code.coding. SMRTDTA_* element store not shipped in this EHI export (no EPIC# code in any DB column).",standard
smartdata,Observation.code,neck rigidity,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PENK0405,neck rigidity,http://snomed.info/sct,405947006,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - MUSCULOSKELETAL - NECK - NECK RIGIDITY"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,no focal deficit,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#31000134232,no focal deficit,,,,dual-coding,no,low,"SmartData element ""FINDINGS - PHYSICAL EXAM - NEUROLOGICAL - FOCAL DEFICIT - NO FOCAL DEFICIT""; no standard coding present in target code.coding. SMRTDTA_* element store not shipped in this EHI export (no EPIC# code in any DB column).",standard
smartdata,Observation.code,normal heart sounds,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PECA0002,normal heart sounds,http://snomed.info/sct,163074001,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - CARDIOVASCULAR - HEART SOUNDS - NORMAL HEART SOUNDS"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,normal rate,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PECA0006,normal rate,http://snomed.info/sct,162990009,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - CARDIOVASCULAR - RATE AND RHYTHM - RATE - NORMAL RATE"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,normocephalic,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PEHE0005,normocephalic,http://snomed.info/sct,301316004,,dual-coding,no,medium,"SmartData element ""FINDINGS - PHYSICAL EXAM - HENT - HEAD FINDINGS - NORMOCEPHALIC"". SMRTDTA_* element store not shipped (no EPIC# code in any DB column) → join key unverifiable; pair recorded as would-be mapping.",standard
smartdata,Observation.code,nursing note reviewed,SMRTDTA_ELEM_DATA,ELEMENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.727688,EPIC#PECN0004,nursing note reviewed,,,,dual-coding,no,low,"SmartData element ""CONSTITUTIONAL EXAM NURSING NOTE REVIEWED""; no standard coding present in target code.coding. SMRTDTA_* element store not shipped in this EHI export (no EPIC# code in any DB column).",standard
